,Aire acondicionado,Altura sótano,Ancho de calle,Año de construcción,Año de reforma,Base,Baños a medias por encima ,Baños a medias sótano,Baños enteros por encima,Baños enteros sótano,Calidad chimeneas,Calidad cocina,Calidad garaje,Calidad materiales,Calidad materiales exterior,Calidad vivienda,Calidad y condición de la calefacción,Calidad y condición piscina,Callejón,Cantidad bloques pies cuadrados,Chimeneas,Clasificación,Clasificación sótano zona1,Clasificación sótano zona2,Coches garaje,Cocina por encima,Condición 1,Condición 2,Condición garaje,Condición materiales exterior,Condición sótano,Condición venta,Dormitorios por encima,Estilo tejado,Funcionalidad casa,Geografía del terreno,Localización,Material tejado,Otras características,Pavimento,Pavimento entrada coche,Pendiente,Pes cuadr. baja calidad,Pes cuadr. totales (sin garaje),Pies cuadr. cerramiento,Pies cuadr. cubierta madera,Pies cuadr. piscina,Pies cuadr. poche abierto,Pies cuadr. porcha cerrado,Pies cuadr. segundo piso,Pies cuadr. sótano sin acabar,Pies cuadr. z1 sótano,Pies cuadr. z2 sótano,Pies cuadrados terreno,Plantas,Precio mensual,PrecioAnual,Primer revestimiento exterior,Puertecita sótano,Relieve,ScreenPorch,Segundo revestimiento exterior,Sistema eléctrico,Situación garaje,Tipo de bloque,Tipo de calefacción,Tipo de garaje,Tipo de venta,Tipo de vivienda,Total pies cuadr. sótano,Valla,Valor otras caract.,Vecindario,Zona,PrecioDeVenta
1467,Y,TA,70.0,1970,1970,CBlock,0,0.0,1,1.0,None,TA,TA,5,TA,4,TA,None,None,0.0,0,20,ALQ,Rec,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,882,0,240,0,0,0,0,0.0,804.0,78.0,8400,1Story,4,2010,Plywood,No,Reg,0,Plywood,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,882.0,MnPrv,0,NAmes,RL,0
1468,Y,Gd,26.0,1999,1999,PConc,0,0.0,2,1.0,Fa,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,120,GLQ,BLQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,FR2,CompShg,None,Pave,Y,Gtl,0,1337,0,203,0,68,0,0,354.0,1051.0,0.0,5858,1Story,6,2010,MetalSd,No,IR1,0,MetalSd,SBrkr,Fin,None,GasA,Attchd,WD,TwnhsE,1405.0,None,0,NAmes,RH,0
1469,Y,TA,21.0,1971,1971,CBlock,1,0.0,1,0.0,None,TA,TA,5,TA,6,TA,None,None,504.0,0,160,Rec,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,987,0,275,0,0,0,504,327.0,156.0,0.0,1680,2Story,2,2010,HdBoard,No,Reg,0,HdBoard,SBrkr,Unf,BrkFace,GasA,Detchd,COD,Twnhs,483.0,None,0,BrDale,RM,0
1470,Y,TA,21.0,1971,1971,CBlock,1,0.0,1,0.0,None,TA,TA,5,TA,5,TA,None,None,492.0,0,160,Rec,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1092,0,0,0,0,0,567,225.0,300.0,0.0,1680,2Story,3,2010,HdBoard,No,Reg,0,HdBoard,SBrkr,Unf,BrkFace,GasA,Detchd,WD,Twnhs,525.0,None,0,BrDale,RM,0
1471,Y,TA,24.0,1975,1975,CBlock,1,0.0,2,0.0,TA,Gd,TA,6,TA,6,TA,None,None,0.0,1,160,ALQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,FR2,CompShg,None,Pave,Y,Gtl,0,1456,0,173,0,0,0,601,341.0,514.0,0.0,2280,2Story,6,2010,Plywood,No,Reg,0,Brk Cmn,SBrkr,Unf,None,GasA,Attchd,WD,Twnhs,855.0,None,0,NPkVill,RL,0
1472,Y,Gd,24.0,1975,1975,CBlock,0,0.0,1,0.0,None,TA,TA,6,TA,7,Ex,None,None,0.0,0,120,Unf,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,FR2,CompShg,None,Pave,Y,Gtl,0,836,0,0,0,30,0,0,836.0,0.0,0.0,2280,1Story,6,2010,Plywood,No,Reg,0,Brk Cmn,SBrkr,Unf,None,GasA,Attchd,WD,Twnhs,836.0,None,0,NPkVill,RL,0
1473,Y,Ex,102.0,2009,2010,PConc,1,0.0,2,0.0,Gd,Ex,TA,5,Ex,9,Ex,None,None,162.0,1,60,Unf,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2334,0,144,0,133,0,707,1590.0,0.0,0.0,12858,2Story,1,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,Fin,Stone,GasA,Attchd,New,1Fam,1590.0,None,0,NridgHt,RL,0
1474,Y,Gd,94.0,2009,2010,PConc,0,0.0,2,0.0,None,Gd,TA,5,Gd,8,Ex,None,None,256.0,0,20,Unf,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1544,0,0,0,35,0,0,1544.0,0.0,0.0,12883,1Story,6,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,Stone,GasA,Attchd,New,1Fam,1544.0,None,0,NridgHt,RL,0
1475,Y,Ex,90.0,2005,2005,PConc,0,0.0,2,0.0,Gd,Ex,TA,5,Gd,9,Ex,None,None,615.0,1,20,GLQ,Unf,3.0,1,PosN,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1698,0,192,0,74,0,0,1588.0,110.0,0.0,11520,1Story,6,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,1698.0,None,0,NridgHt,RL,0
1476,Y,Ex,79.0,2005,2006,PConc,0,0.0,2,0.0,Gd,Ex,TA,5,Gd,8,Ex,None,None,240.0,1,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1822,0,0,0,119,0,0,1794.0,28.0,0.0,14122,1Story,2,2010,CemntBd,No,IR1,0,CmentBd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1822.0,None,0,NridgHt,RL,0
1477,Y,Ex,110.0,2003,2004,PConc,1,0.0,2,1.0,Gd,Ex,TA,5,Ex,9,Ex,None,None,1095.0,2,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,HLS,Inside,CompShg,None,Pave,Y,Mod,0,2696,0,220,0,150,0,0,1473.0,1373.0,0.0,14300,1Story,6,2010,VinylSd,Gd,Reg,0,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,2846.0,None,0,NridgHt,RL,0
1478,Y,Gd,105.0,2002,2002,PConc,1,0.0,2,1.0,Ex,Gd,TA,5,Gd,8,Ex,None,None,232.0,1,60,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,2250,0,238,0,130,0,563,1093.0,578.0,0.0,13650,2Story,6,2010,VinylSd,Gd,Reg,0,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,1671.0,None,0,NridgHt,RL,0
1479,Y,Gd,41.0,2006,2006,PConc,0,0.0,2,0.0,Gd,Gd,TA,5,Gd,8,Ex,None,None,178.0,1,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1370,0,120,0,49,0,0,1346.0,24.0,0.0,7132,1Story,4,2010,VinylSd,Mn,IR1,0,VinylSd,SBrkr,RFn,Stone,GasA,Attchd,WD,TwnhsE,1370.0,None,0,NridgHt,RL,0
1480,Y,Gd,100.0,2005,2005,PConc,0,0.0,2,0.0,None,Gd,TA,5,Gd,6,Ex,None,None,0.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1324,0,36,0,23,0,0,1324.0,0.0,0.0,18494,1Story,1,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,1324.0,None,0,Gilbert,RL,0
1481,Y,Gd,43.0,2006,2006,PConc,0,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,None,14.0,0,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1145,0,100,0,116,0,0,1129.0,16.0,0.0,3203,1Story,1,2010,VinylSd,Av,Reg,0,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,WD,TwnhsE,1145.0,None,0,Blmngtn,RL,0
1482,Y,Gd,67.0,2004,2004,PConc,1,0.0,2,1.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,80,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1374,0,100,0,0,0,630,58.0,326.0,0.0,13300,SLvl,6,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,Fin,None,GasA,BuiltIn,WD,1Fam,384.0,None,0,Gilbert,RL,0
1483,Y,Gd,63.0,2004,2004,PConc,1,0.0,2,0.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1733,0,144,0,48,0,886,847.0,0.0,0.0,8577,2Story,4,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,Fin,None,GasA,BuiltIn,WD,1Fam,847.0,None,0,Gilbert,RL,0
1484,Y,Ex,60.0,1998,1998,PConc,1,0.0,2,0.0,TA,Gd,TA,5,Gd,8,Ex,None,None,114.0,1,60,Unf,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,4,Hip,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,2475,0,23,0,172,0,830,1629.0,0.0,0.0,17433,2Story,1,2010,VinylSd,No,IR2,256,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,1629.0,None,0,NoRidge,RL,0
1485,Y,Gd,73.0,2005,2006,PConc,0,0.0,2,0.0,Gd,Gd,TA,5,Gd,8,Ex,None,None,226.0,1,20,Unf,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1595,0,144,0,0,0,0,1595.0,0.0,0.0,8987,1Story,5,2010,VinylSd,None,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1595.0,None,0,Somerst,RL,0
1486,Y,Gd,92.0,2009,2010,PConc,0,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,None,0.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Partial,2,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1218,0,0,0,136,0,0,1218.0,0.0,0.0,9215,1Story,4,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,New,1Fam,1218.0,None,0,Somerst,FV,0
1487,Y,Ex,84.0,2005,2005,PConc,0,0.0,2,1.0,Gd,Gd,TA,5,Gd,6,Ex,None,None,0.0,1,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1468,0,0,0,102,0,0,54.0,1414.0,0.0,10440,1Story,5,2010,VinylSd,No,Reg,216,VinylSd,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,1468.0,None,0,Somerst,FV,0
1488,Y,Gd,70.0,2004,2004,PConc,1,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,None,122.0,0,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1659,0,144,0,68,0,828,831.0,0.0,0.0,11920,2Story,4,2010,VinylSd,Av,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,831.0,None,0,SawyerW,RL,0
1489,N,TA,70.0,1920,1950,BrkTil,0,0.0,1,0.0,None,TA,TA,5,TA,5,TA,None,None,0.0,0,30,Unf,Unf,1.0,1,Feedr,Norm,TA,Fa,TA,Normal,2,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1012,0,121,0,0,80,0,816.0,0.0,0.0,9800,1Story,4,2010,Wd Sdng,No,Reg,0,Wd Sdng,FuseA,Unf,None,GasA,Detchd,WD,1Fam,816.0,None,0,SawyerW,RH,0
1490,Y,TA,39.0,1974,2002,CBlock,0,0.0,2,1.0,Fa,TA,TA,6,TA,6,Ex,None,None,250.0,2,20,BLQ,GLQ,2.0,1,RRNe,Norm,TA,Gd,TA,Abnorml,3,Hip,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1494,0,296,0,0,186,0,223.0,126.0,859.0,15410,1Story,4,2010,Plywood,Gd,IR1,0,Plywood,SBrkr,Fin,BrkCmn,GasA,Attchd,WD,1Fam,1208.0,GdPrv,0,Sawyer,RL,0
1491,Y,Gd,85.0,1993,1993,PConc,1,0.0,2,1.0,TA,Gd,TA,5,Gd,8,Ex,None,None,504.0,1,60,LwQ,GLQ,3.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2349,0,32,0,130,0,1098,0.0,250.0,981.0,13143,2Story,6,2010,HdBoard,No,IR1,0,ImStucc,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1231.0,None,0,NoRidge,RL,0
1492,Y,Gd,88.0,1992,1993,PConc,1,0.0,2,1.0,TA,Gd,TA,5,Gd,8,Ex,None,None,180.0,1,60,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2225,0,198,0,30,0,823,261.0,1129.0,0.0,11134,2Story,6,2010,HdBoard,No,Reg,0,HdBoard,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1390.0,None,0,NoRidge,RL,0
1493,Y,Ex,25.0,2004,2005,PConc,0,0.0,2,1.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1488,0,168,0,50,0,0,190.0,1298.0,0.0,4835,1Story,3,2010,MetalSd,Av,IR1,0,MetalSd,SBrkr,Fin,None,GasA,Attchd,WD,TwnhsE,1488.0,None,0,Somerst,FV,0
1494,Y,Gd,39.0,2004,2004,PConc,1,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,Pave,0.0,0,160,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1680,0,0,0,111,0,840,840.0,0.0,0.0,3515,2Story,1,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,TwnhsE,840.0,None,0,Somerst,FV,0
1495,Y,Gd,30.0,2004,2004,PConc,1,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,Pave,120.0,0,160,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1200,0,0,0,172,0,600,320.0,280.0,0.0,3215,2Story,4,2010,MetalSd,Av,Reg,0,MetalSd,SBrkr,RFn,BrkFace,GasA,Detchd,ConLD,TwnhsE,600.0,None,0,Somerst,FV,0
1496,Y,Gd,24.0,2004,2005,PConc,1,0.0,2,1.0,None,Gd,TA,5,Gd,7,Ex,None,Pave,0.0,0,160,GLQ,ALQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1200,0,0,0,172,0,600,190.0,368.0,42.0,2544,2Story,2,2010,MetalSd,No,Reg,0,MetalSd,SBrkr,RFn,None,GasA,Detchd,WD,Twnhs,600.0,None,0,Somerst,FV,0
1497,Y,Gd,24.0,2005,2005,PConc,1,0.0,2,1.0,None,Gd,TA,5,Gd,6,Ex,None,Pave,216.0,0,160,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1236,0,0,0,166,0,636,224.0,376.0,0.0,2544,2Story,5,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Detchd,WD,Twnhs,600.0,None,0,Somerst,FV,0
1498,Y,Gd,72.5,2000,2000,PConc,1,0.0,2,1.0,None,Gd,TA,5,Gd,6,Ex,None,None,1159.0,0,160,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1512,0,0,0,32,0,756,290.0,466.0,0.0,2980,2Story,5,2010,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,BrkFace,GasA,Detchd,WD,TwnhsE,756.0,None,0,Somerst,FV,0
1499,Y,Gd,72.5,2003,2003,PConc,1,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,None,0.0,0,160,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,FR2,CompShg,None,Pave,Y,Gtl,0,1080,0,0,0,50,0,550,286.0,244.0,0.0,2403,2Story,6,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,TwnhsE,530.0,None,0,Somerst,FV,0
1500,Y,Ex,57.0,2010,2010,PConc,1,0.0,1,1.0,Gd,Gd,TA,5,Gd,8,Ex,None,Pave,0.0,1,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,Po,Partial,1,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1418,224,160,0,192,0,0,610.0,1032.0,0.0,12853,1Story,4,2010,CemntBd,No,IR1,0,CmentBd,SBrkr,RFn,None,GasA,Attchd,New,1Fam,1642.0,None,0,Somerst,FV,0
1501,Y,Gd,68.0,2000,2000,PConc,1,0.0,2,1.0,TA,Gd,TA,5,Gd,8,Ex,None,None,0.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1848,0,280,0,184,0,873,491.0,484.0,0.0,7379,2Story,4,2010,VinylSd,No,IR1,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,975.0,None,0,Somerst,FV,0
1502,Y,Gd,80.0,2002,2002,PConc,0,0.0,2,1.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1492,0,277,0,137,0,0,659.0,833.0,0.0,8000,1Story,4,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1492.0,None,0,Somerst,FV,0
1503,Y,TA,80.0,1967,1967,CBlock,0,0.0,2,1.0,None,TA,TA,6,TA,6,Gd,None,None,120.0,0,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,4,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1829,0,0,0,76,0,0,1323.0,506.0,0.0,10456,1Story,5,2010,HdBoard,No,IR1,0,HdBoard,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1829.0,None,0,NWAmes,RL,0
1504,Y,Gd,80.0,1993,1993,PConc,1,0.0,2,1.0,TA,Gd,TA,5,TA,6,Ex,None,None,0.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2495,0,224,0,32,0,1215,143.0,1137.0,0.0,10791,2Story,3,2010,MetalSd,Mn,Reg,0,MetalSd,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,1280.0,None,0,NWAmes,RL,0
1505,Y,Gd,80.0,1978,1978,PConc,0,1.0,3,0.0,TA,TA,TA,5,TA,6,TA,None,None,0.0,1,50,ALQ,LwQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1891,0,0,0,69,0,604,491.0,687.0,46.0,18837,1.5Fin,4,2010,MetalSd,Mn,IR1,0,MetalSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1224.0,None,0,NWAmes,RL,0
1506,Y,TA,80.0,1971,1971,CBlock,2,0.0,1,0.0,None,TA,TA,6,TA,6,TA,None,None,0.0,0,60,ALQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1645,0,0,0,78,0,715,386.0,329.0,0.0,9600,2Story,6,2010,MetalSd,No,Reg,0,MetalSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,715.0,GdWo,0,NWAmes,RL,0
1507,Y,TA,80.0,1966,1966,CBlock,1,0.0,1,1.0,None,TA,TA,5,TA,5,TA,None,None,172.0,0,20,Rec,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1232,0,0,0,224,0,0,534.0,698.0,0.0,9600,1Story,4,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1232.0,None,0,NAmes,RL,0
1508,Y,Gd,90.0,1966,1966,PConc,0,0.0,1,1.0,None,TA,TA,5,TA,5,Gd,None,None,0.0,0,20,BLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1209,0,0,0,0,120,0,150.0,1059.0,0.0,9900,1Story,4,2010,HdBoard,No,Reg,0,HdBoard,SBrkr,RFn,None,GasA,Attchd,ConLD,1Fam,1209.0,None,0,NAmes,RL,0
1509,Y,TA,88.0,1967,1967,CBlock,0,0.0,2,1.0,None,Gd,TA,6,TA,5,Ex,None,None,268.0,0,20,BLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1510,0,0,0,40,0,0,500.0,1010.0,0.0,9680,1Story,4,2010,Wd Sdng,No,Reg,204,Plywood,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1510.0,GdPrv,0,NAmes,RL,0
1510,Y,TA,73.0,1964,1964,CBlock,0,0.0,2,0.0,None,TA,TA,5,TA,6,TA,None,Pave,0.0,0,80,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Family,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1775,0,0,0,172,0,644,533.0,0.0,0.0,10600,SLvl,5,2010,HdBoard,No,IR1,0,HdBoard,SBrkr,Unf,None,GasA,Attchd,COD,1Fam,533.0,None,0,NAmes,RL,0
1511,Y,TA,98.0,1962,2001,CBlock,0,0.0,2,2.0,None,TA,None,6,TA,5,TA,None,None,144.0,0,90,BLQ,Unf,0.0,2,Norm,Norm,None,TA,TA,Abnorml,6,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1728,0,0,0,0,0,0,228.0,1500.0,0.0,13260,1Story,1,2010,HdBoard,No,IR1,0,HdBoard,SBrkr,None,BrkFace,GasA,None,Oth,Duplex,1728.0,None,0,NAmes,RL,0
1512,Y,TA,68.0,1952,2002,CBlock,0,0.0,2,0.0,Gd,TA,TA,7,Gd,5,Gd,None,None,265.0,2,50,LwQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Min2,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2461,0,0,0,0,0,532,470.0,670.0,0.0,9724,1.5Fin,3,2010,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,BrkFace,GasA,Detchd,WD,1Fam,1140.0,GdWo,0,NAmes,RL,0
1513,Y,TA,120.0,1949,1950,CBlock,0,0.0,2,0.0,Gd,TA,TA,6,TA,6,TA,None,None,340.0,1,50,Rec,Unf,2.0,1,Artery,Norm,TA,Gd,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1556,0,0,0,0,150,537,482.0,300.0,0.0,17360,1.5Fin,1,2010,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,Stone,GasA,Attchd,WD,1Fam,782.0,None,0,NAmes,RL,0
1514,Y,TA,75.0,1966,2008,CBlock,0,0.0,1,1.0,Gd,Gd,TA,8,TA,6,Gd,None,None,216.0,1,85,GLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,Shed,Pave,Y,Gtl,0,1128,0,238,0,0,0,0,136.0,944.0,0.0,11380,SFoyer,1,2010,HdBoard,Gd,IR1,0,HdBoard,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,1080.0,None,1500,NAmes,RL,0
1515,Y,TA,70.0,1958,1958,CBlock,0,0.0,2,0.0,None,TA,TA,5,TA,5,TA,None,None,0.0,0,90,Unf,Unf,2.0,2,Feedr,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1604,0,42,0,0,0,0,1604.0,0.0,0.0,8267,1Story,3,2010,HdBoard,No,Reg,0,HdBoard,SBrkr,Unf,None,GasA,Attchd,WD,Duplex,1604.0,None,0,NAmes,RL,0
1516,Y,Gd,70.0,2003,2009,PConc,0,0.0,2,1.0,None,Gd,TA,5,Gd,7,Ex,None,None,506.0,0,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,Shed,Pave,Y,Gtl,0,1480,0,252,0,73,0,0,292.0,1188.0,0.0,8197,1Story,2,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1480.0,MnPrv,300,NAmes,RL,0
1517,Y,TA,73.0,1959,1959,CBlock,0,0.0,1,1.0,None,TA,TA,5,TA,5,TA,None,None,150.0,0,20,BLQ,Rec,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1143,0,0,0,0,0,0,125.0,856.0,162.0,8050,1Story,5,2010,MetalSd,No,IR1,0,MetalSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1143.0,GdPrv,0,NAmes,RL,0
